distance,mass,airframe,operator,time_slot,wind,route,altitude,landing_zone,on_time
13.04,2.63,AeroX,Fast,Afternoon,E_8.1_3.9,"[-1, 0, 0, -1, -1, 1, 1, -1]","[16, 19, 16, 13, 19, 11, 15, 15]",LZ3,1
11.18,2.26,AeroX,Cautious,Morning,W_1.8_4.2,"[-1, 1, 0, -1, 1]","[18, 22, 23, 14, 18, 24, 19, 20, 20]",LZ1,1
2.72,4.62,AeroX,Cautious,Evening,E_4.1_3.6,"[0, 1, 1, -1, 0]","[22, 13, 18, 20, 17, 21, 22, 11, 13]",LZ1,1
16.87,1.07,NanoFly,Fast,Evening,S_4.6_0.8,"[0, 0, 1, 0, -1, 1]","[21, 21, 16, 15, 20, 23]",LZ3,0
7.09,2.38,NanoFly,Fast,Afternoon,N_4.9_4.7,"[0, 0, 1, 0, -1, 1, 0, -1, 0]","[18, 12, 10, 12, 19, 18, 19, 11, 16]",LZ1,1
4.54,2.05,SkyLift,Fast,Evening,N_5.4_1.1,"[0, 0, -1, 1, -1, -1]","[13, 20, 12, 13, 19, 21]",LZ1,1
1.77,2.74,NanoFly,Balanced,Morning,N_8.0_1.8,"[0, -1, 0, 1, 1, 0, -1, 0]","[14, 23, 17, 10, 17, 15, 22]",LZ4,1
12.23,2.56,NanoFly,Fast,Morning,N_8.9_2.1,"[1, -1, 1, -1, -1, 0, 0]","[16, 14, 13, 15, 13, 10]",LZ4,1
13.87,2.84,FalconX,Balanced,Morning,N_1.6_3.6,"[0, 1, -1, -1, 0]","[12, 18, 16, 24, 11, 17]",LZ1,1
1.32,1.13,SkyLift,Cautious,Afternoon,E_7.1_3.5,"[-1, -1, 0, -1, -1, -1, 0, -1, -1]","[23, 24, 18, 21, 22, 23, 17]",LZ3,1
10.73,2.81,SkyLift,Fast,Morning,S_4.8_4.8,"[-1, -1, -1, -1, 1]","[16, 23, 18, 11, 19, 20, 16, 23, 16]",LZ1,1
5.3,1.59,AeroX,Balanced,Morning,S_4.2_0.9,"[1, 1, 1, 1, 1, 0, 0, 0, 1]","[18, 11, 14, 18, 10]",LZ2,1
13.26,1.33,FalconX,Balanced,Morning,W_1.1_2.3,"[-1, -1, -1, 0, 1, 0, -1, 1, -1]","[12, 16, 20, 21, 15, 17, 19, 11]",LZ2,1
4.31,0.79,AeroX,Balanced,Morning,S_0.6_1.0,"[0, 0, -1, 1, 1, 0]","[10, 17, 18, 24, 19, 19, 15]",LZ4,1
14.13,3.93,NanoFly,Balanced,Morning,W_9.8_3.4,"[1, -1, 0, 0, 0, 1, -1, 0, -1]","[14, 20, 13, 12, 22, 14, 13, 18]",LZ4,0
8.35,2.42,SkyLift,Cautious,Morning,S_6.4_1.1,"[-1, 0, -1, -1, -1, 1]","[23, 23, 23, 11, 14, 10]",LZ4,1
18.8,3.32,NanoFly,Fast,Afternoon,W_4.5_4.3,"[-1, 1, 1, 1, -1, -1]","[22, 17, 11, 20, 14]",LZ1,1
3.61,3.77,NanoFly,Fast,Morning,W_7.6_4.9,"[0, -1, -1, 0, -1, 0, 0, -1]","[13, 14, 19, 14, 21]",LZ2,1
7.48,3.56,FalconX,Fast,Evening,S_0.9_1.6,"[1, -1, 1, 0, 1, 1, -1, 0, 1]","[15, 12, 10, 10, 18, 24]",LZ2,1
3.16,2.62,FalconX,Fast,Afternoon,N_6.1_3.7,"[1, -1, 0, 1, -1, 0, 1, 1]","[18, 24, 12, 14, 20, 19, 12, 10, 21]",LZ4,1
18.57,2.25,SkyLift,Fast,Evening,S_6.6_2.7,"[1, 1, 1, 0, 1, 1, 1, 1]","[14, 24, 17, 20, 16, 23, 12]",LZ2,0
17.67,2.19,SkyLift,Fast,Evening,S_4.5_1.8,"[-1, 0, 0, 0, 1, 0, 1, 1]","[12, 17, 13, 17, 21, 23, 14]",LZ4,1
5.9,3.38,FalconX,Balanced,Morning,N_2.5_1.0,"[-1, 1, 0, 1, 0, 1, -1, 1]","[21, 11, 16, 12, 20]",LZ3,1
13.54,2.73,FalconX,Fast,Evening,S_9.5_3.6,"[-1, 1, -1, 1, -1, 1]","[17, 13, 11, 17, 20, 10, 19, 12, 16]",LZ1,1
16.53,4.32,FalconX,Balanced,Evening,W_3.0_0.8,"[0, 1, 1, 0, 0, 0, 0]","[22, 18, 16, 22, 17, 14, 13]",LZ3,0
11.55,4.44,FalconX,Cautious,Evening,N_1.2_1.4,"[1, 1, 1, 0, 1, 1, -1, -1]","[24, 23, 17, 21, 10, 14]",LZ1,1
11.06,1.27,SkyLift,Balanced,Morning,N_6.3_4.6,"[0, -1, 1, 1, 0, 1]","[18, 16, 19, 18, 21, 16, 12, 12]",LZ3,1
5.6,1.11,SkyLift,Cautious,Morning,E_5.7_2.5,"[-1, 0, 0, -1, 1]","[11, 18, 11, 17, 14, 22]",LZ2,1
2.77,3.34,NanoFly,Fast,Morning,W_7.5_4.3,"[-1, 0, 1, 0, 0, -1, -1, 0, -1]","[22, 19, 19, 10, 12, 16, 12, 10, 11]",LZ4,1
18.05,1.86,NanoFly,Cautious,Afternoon,W_7.5_3.8,"[1, 1, 0, 1, 0]","[10, 19, 21, 11, 24, 11]",LZ4,1
18.11,0.58,NanoFly,Cautious,Morning,S_6.2_1.9,"[-1, -1, 0, 1, -1, 0, 1]","[12, 11, 17, 13, 16]",LZ1,1
13.03,4.5,SkyLift,Balanced,Morning,S_2.1_1.1,"[1, 0, 0, 0, -1, 0, 1, -1, 0]","[21, 21, 14, 24, 20, 14, 24, 18]",LZ4,1
7.44,1.52,AeroX,Balanced,Evening,W_8.9_0.5,"[-1, 0, 1, -1, 1, 1]","[11, 14, 16, 12, 24, 23]",LZ4,1
7.63,4.68,NanoFly,Cautious,Morning,W_2.5_4.8,"[0, 1, 0, 0, 1, 0, 1, -1, 1]","[23, 12, 14, 18, 19, 24, 14]",LZ2,1
14.79,3.73,AeroX,Cautious,Evening,W_0.9_1.6,"[1, 1, 0, -1, 1]","[23, 16, 20, 14, 22, 13, 12, 10, 19]",LZ4,1
18.05,3.93,AeroX,Fast,Morning,S_3.0_3.4,"[0, -1, 0, 0, 1, -1, -1, -1]","[12, 18, 14, 10, 13]",LZ3,0
17.85,1.41,AeroX,Balanced,Morning,W_4.8_3.7,"[-1, 0, -1, 0, 0, 0, 0, -1]","[16, 24, 22, 17, 18, 17, 22]",LZ4,1
15.82,1.55,FalconX,Cautious,Morning,W_2.1_1.0,"[0, 1, 1, 1, 1, 0, 1, 1]","[22, 19, 23, 15, 13, 21, 20, 12]",LZ3,1
13.2,2.85,SkyLift,Balanced,Morning,N_3.3_3.5,"[-1, -1, -1, -1, 0, 0]","[11, 14, 19, 18, 10, 12, 19]",LZ3,1
2.6,1.27,SkyLift,Fast,Morning,W_5.1_0.0,"[-1, 1, 0, 1, 1, 1, -1, -1]","[23, 12, 16, 18, 20, 20]",LZ4,1
4.07,1.87,NanoFly,Fast,Morning,E_3.2_2.1,"[1, 1, 0, 0, -1]","[22, 20, 12, 11, 22, 14, 13, 12, 15]",LZ1,1
18.07,1.95,NanoFly,Cautious,Morning,S_0.9_1.8,"[0, 1, 1, 1, -1, 0, 1, -1]","[20, 24, 15, 23, 22, 24, 11, 15]",LZ4,1
12.52,1.22,SkyLift,Fast,Evening,N_2.0_4.7,"[0, 1, -1, -1, 1]","[24, 12, 12, 13, 13, 12, 19]",LZ4,1
1.17,1.42,FalconX,Cautious,Afternoon,W_7.9_4.9,"[-1, 0, 0, 0, 0]","[10, 17, 22, 21, 11]",LZ1,1
2.93,4.05,SkyLift,Balanced,Afternoon,W_9.5_1.4,"[0, 1, -1, 1, 1, 0, 1, -1]","[16, 20, 12, 22, 20, 17, 11, 16, 13]",LZ3,1
13.61,1.25,AeroX,Balanced,Morning,N_1.5_3.1,"[1, 0, 1, 1, 0, -1, 0]","[22, 22, 13, 24, 18, 13, 13, 22]",LZ1,1
1.1,0.63,SkyLift,Cautious,Afternoon,N_6.8_3.7,"[1, 0, 0, -1, 1, -1]","[13, 23, 14, 13, 11, 20, 14]",LZ3,1
4.06,3.33,FalconX,Cautious,Evening,N_9.1_1.0,"[0, -1, -1, 0, 0, 1, 0, 0, 0]","[11, 14, 14, 23, 19, 14]",LZ3,1
11.43,4.89,SkyLift,Cautious,Evening,E_3.0_3.4,"[0, 1, 0, -1, -1, 0, 0, 1, -1]","[18, 20, 10, 23, 19, 23]",LZ1,1
14.15,1.99,SkyLift,Balanced,Evening,E_8.3_1.3,"[0, 0, 0, 1, 1, -1]","[17, 21, 12, 14, 14, 19, 11, 17, 24]",LZ4,1
13.39,1.03,SkyLift,Balanced,Afternoon,N_9.0_0.8,"[1, -1, 1, 0, 0, 1, 0, 0, 1]","[23, 11, 20, 16, 13, 21, 15]",LZ3,1
5.26,3.07,AeroX,Fast,Afternoon,W_3.0_4.3,"[-1, 0, -1, 1, -1, 0]","[18, 13, 12, 19, 13, 21, 23, 23]",LZ2,1
14.53,4.58,NanoFly,Fast,Afternoon,S_0.6_2.5,"[0, 0, -1, 0, -1, 0, 1, 1, -1]","[22, 22, 10, 21, 12, 12, 19]",LZ4,1
5.51,4.03,FalconX,Balanced,Morning,E_9.2_1.5,"[-1, 1, 1, 1, 1, 0, -1, -1]","[20, 15, 24, 13, 12, 23, 17]",LZ1,1
7.18,3.3,AeroX,Balanced,Evening,S_3.3_2.0,"[-1, 0, 0, -1, 0, 1, -1, 0, 0]","[22, 13, 14, 21, 14]",LZ3,1
15.18,1.92,SkyLift,Cautious,Evening,S_0.1_2.1,"[-1, 1, 0, -1, 0]","[17, 22, 14, 20, 19]",LZ4,1
13.34,2.94,SkyLift,Balanced,Morning,E_4.7_3.9,"[-1, 1, -1, 0, 1]","[15, 23, 10, 23, 19, 10]",LZ1,1
17.14,0.91,NanoFly,Balanced,Afternoon,S_1.2_4.4,"[-1, -1, 1, -1, -1, -1, 0, 1]","[23, 11, 23, 14, 22]",LZ1,1
13.49,3.56,NanoFly,Fast,Evening,W_9.0_2.4,"[0, 1, -1, 0, 0, 0, 1]","[22, 11, 15, 10, 21, 18, 17, 18, 21]",LZ1,0
11.8,3.76,NanoFly,Fast,Afternoon,E_1.5_1.6,"[0, 0, 0, 1, 1, 1, 0, -1]","[20, 22, 17, 15, 19, 12, 16]",LZ4,1
2.78,4.84,AeroX,Cautious,Morning,E_3.0_3.6,"[-1, -1, 1, 1, -1, 1, -1]","[16, 16, 12, 17, 19, 24, 20, 15]",LZ2,1
7.99,1.67,FalconX,Fast,Afternoon,S_7.9_4.5,"[0, -1, 0, 0, 1]","[10, 10, 18, 18, 17]",LZ4,1
6.04,0.58,NanoFly,Cautious,Morning,S_8.1_0.6,"[1, 1, 1, 1, -1]","[14, 14, 21, 15, 13, 14, 17, 12, 11]",LZ3,1
5.64,2.96,SkyLift,Balanced,Afternoon,N_9.0_4.0,"[0, 0, 0, 1, 1, -1, 0, -1]","[15, 15, 12, 14, 19]",LZ4,1
19.49,3.68,FalconX,Balanced,Morning,E_5.0_2.8,"[0, -1, -1, -1, 0, 1, 0, 1]","[22, 16, 15, 23, 15, 13, 15, 12, 18]",LZ2,0
8.47,4.06,SkyLift,Cautious,Evening,S_9.9_4.3,"[0, 1, 0, 0, 0]","[21, 23, 14, 13, 16, 15, 22]",LZ1,1
17.95,1.37,SkyLift,Fast,Morning,W_5.2_2.6,"[1, -1, 1, -1, 0]","[12, 18, 11, 14, 17, 22, 22, 10]",LZ3,0
12.99,1.68,FalconX,Fast,Afternoon,E_7.9_4.3,"[0, 1, 1, 0, 0]","[12, 24, 17, 24, 23, 10, 14, 24]",LZ1,1
16.1,2.81,AeroX,Balanced,Evening,N_3.6_2.8,"[-1, -1, -1, 1, 0, 1, 0, 0]","[17, 11, 10, 19, 16, 21, 23]",LZ2,1
10.55,1.99,FalconX,Fast,Afternoon,W_9.4_0.7,"[-1, 1, 0, 1, -1, 0, 1, -1, 0]","[18, 24, 13, 17, 15]",LZ3,1
11.96,4.37,NanoFly,Cautious,Afternoon,N_6.9_0.0,"[1, 1, -1, 1, 1, 1, 1, -1]","[19, 22, 13, 17, 18, 18, 17]",LZ2,1
10.36,2.63,FalconX,Balanced,Morning,N_0.8_3.1,"[1, -1, 1, 1, 1, 1]","[15, 18, 24, 13, 23, 18, 14, 18]",LZ4,1
4.71,4.1,NanoFly,Fast,Morning,W_1.1_3.0,"[1, 1, 0, -1, -1, -1, -1]","[24, 14, 10, 24, 10]",LZ1,1
14.73,3.11,NanoFly,Balanced,Afternoon,N_8.9_1.1,"[1, 1, -1, 0, 1]","[24, 20, 19, 10, 18, 19, 22, 23, 18]",LZ2,0
6.33,3.98,FalconX,Balanced,Morning,N_8.1_4.3,"[0, -1, 0, -1, 1]","[16, 19, 15, 11, 15]",LZ1,1
1.46,2.0,FalconX,Fast,Afternoon,N_3.3_4.3,"[-1, -1, -1, -1, 0]","[17, 23, 14, 16, 19]",LZ1,1
13.26,4.24,NanoFly,Cautious,Morning,N_5.2_4.0,"[1, 1, 1, 0, -1, 1, 0, -1]","[11, 16, 18, 15, 13, 24]",LZ1,1
4.37,1.74,SkyLift,Fast,Morning,N_8.5_4.7,"[0, 0, 1, -1, 0, 0, -1]","[19, 18, 10, 15, 22, 20]",LZ4,1
18.87,2.96,FalconX,Fast,Afternoon,E_1.0_2.5,"[-1, 1, -1, 0, -1, -1]","[20, 13, 17, 18, 21, 22, 23, 18, 13]",LZ1,1
19.12,1.46,AeroX,Fast,Evening,S_1.4_3.5,"[-1, 0, 1, 1, -1, 1, 0, 0, 1]","[21, 24, 13, 15, 10, 19, 11, 20]",LZ1,1
18.38,2.64,NanoFly,Fast,Morning,E_7.2_4.5,"[0, -1, -1, 0, 1, 1, 1]","[22, 19, 18, 14, 24, 20, 20, 17, 22]",LZ3,0
8.03,1.93,SkyLift,Fast,Afternoon,E_0.8_2.3,"[1, 1, 1, 1, -1, -1, 1]","[17, 16, 24, 10, 18]",LZ1,1
1.29,1.7,FalconX,Fast,Evening,S_3.5_3.1,"[-1, 0, -1, 1, -1, 1, -1]","[14, 10, 17, 21, 23, 21]",LZ2,1
18.64,4.85,FalconX,Cautious,Morning,S_2.5_2.6,"[-1, 1, 0, 1, 0, 0, 0, 0, 0]","[21, 12, 19, 11, 15, 15, 21]",LZ4,0
9.14,1.22,SkyLift,Balanced,Morning,W_7.6_4.9,"[0, 1, 1, -1, 0, 1, 1, 1]","[10, 10, 14, 20, 12, 17, 20, 18, 16]",LZ2,1
19.37,4.04,AeroX,Cautious,Afternoon,N_0.0_2.2,"[-1, 1, -1, 0, -1, 1, 0, -1]","[22, 16, 11, 11, 10, 16, 18, 23]",LZ2,0
19.31,4.93,NanoFly,Fast,Morning,S_1.2_1.6,"[-1, 1, 0, -1, 1, 0, -1, 0, 1]","[24, 22, 23, 14, 22]",LZ1,0
17.21,0.59,FalconX,Cautious,Afternoon,W_1.0_3.1,"[0, -1, -1, -1, -1, -1]","[24, 14, 12, 11, 13, 20, 19, 11, 20]",LZ3,1
6.59,3.65,AeroX,Balanced,Afternoon,W_3.2_1.4,"[-1, 1, 1, 0, 0]","[22, 24, 22, 12, 11, 12, 24, 10]",LZ3,1
8.32,1.64,NanoFly,Cautious,Morning,E_2.3_4.3,"[1, 0, 1, 1, 1, 0, 0, -1]","[16, 20, 14, 16, 12, 20]",LZ3,1
17.17,0.68,AeroX,Fast,Evening,W_2.3_4.5,"[-1, 1, -1, 1, -1, 1]","[10, 23, 15, 20, 10, 24]",LZ2,1
7.02,2.31,NanoFly,Balanced,Morning,N_3.7_1.7,"[-1, 1, 1, 0, -1, 0, 0, 0, 1]","[12, 15, 18, 19, 22, 24, 14]",LZ3,1
4.22,4.71,NanoFly,Fast,Evening,E_2.1_1.8,"[0, 1, 1, 0, -1, -1, 1, 0]","[14, 12, 15, 16, 22]",LZ4,1
11.58,0.55,AeroX,Fast,Morning,S_1.1_0.4,"[-1, 0, -1, -1, 1, -1, -1, 1, -1]","[20, 19, 13, 20, 20, 22, 13, 21, 19]",LZ4,1
18.79,3.15,NanoFly,Balanced,Evening,E_5.8_1.3,"[-1, -1, 1, -1, -1, 1]","[16, 22, 13, 15, 16, 15, 21, 19, 23]",LZ1,1
14.22,2.76,FalconX,Balanced,Morning,E_9.5_0.3,"[1, -1, 0, 1, 0]","[17, 19, 12, 19, 20, 18, 11, 22, 23]",LZ3,1
11.83,4.43,FalconX,Fast,Evening,N_6.1_3.8,"[-1, 1, -1, 0, 1, 0]","[21, 16, 24, 18, 13, 13, 22, 11, 20]",LZ4,1
2.85,0.88,AeroX,Cautious,Evening,N_7.6_0.9,"[1, 0, 1, 0, -1]","[15, 13, 23, 20, 15]",LZ4,1
12.69,3.57,AeroX,Balanced,Morning,E_9.7_0.4,"[0, 0, -1, 1, 0, -1, 1]","[16, 16, 18, 10, 24, 21, 12, 24]",LZ1,1
19.81,3.56,NanoFly,Cautious,Morning,S_1.5_0.8,"[0, 1, 1, 0, -1, -1]","[20, 16, 23, 13, 22, 20, 17, 23]",LZ4,1
3.66,3.51,NanoFly,Cautious,Afternoon,N_4.6_1.9,"[1, 0, -1, 1, 0, 0, 1, 1, -1]","[17, 16, 11, 16, 18, 19]",LZ4,1
10.85,4.74,AeroX,Balanced,Evening,E_5.8_2.1,"[0, -1, 0, 1, -1, 0]","[12, 11, 16, 24, 18, 18, 23]",LZ4,1
17.67,4.2,SkyLift,Cautious,Morning,N_3.2_4.5,"[-1, -1, 1, -1, 0]","[14, 14, 17, 13, 11, 14]",LZ3,1
15.07,0.69,AeroX,Balanced,Afternoon,N_6.1_1.4,"[0, -1, 0, -1, -1, -1]","[17, 22, 19, 12, 21, 13, 20]",LZ4,1
14.24,2.62,SkyLift,Balanced,Morning,W_6.2_3.6,"[0, -1, 1, 1, -1, 0, -1, -1]","[20, 11, 16, 20, 10, 21]",LZ1,1
14.35,2.29,SkyLift,Balanced,Evening,S_8.4_4.5,"[0, -1, -1, 1, 0, 0, 1, 0, -1]","[12, 15, 13, 21, 20, 14, 22, 12, 20]",LZ3,1
7.83,1.9,AeroX,Balanced,Morning,E_8.3_4.3,"[-1, 0, -1, 1, -1, 1]","[16, 21, 19, 19, 15]",LZ1,1
6.58,2.53,AeroX,Cautious,Morning,E_1.4_1.0,"[-1, -1, 1, 1, 0, -1, 1, -1]","[23, 19, 16, 20, 23, 11, 14, 14, 13]",LZ2,1
16.38,2.23,AeroX,Cautious,Afternoon,W_1.7_1.4,"[1, 1, -1, 0, 1]","[10, 23, 15, 12, 22]",LZ1,1
16.39,2.45,SkyLift,Balanced,Morning,E_2.2_0.3,"[0, -1, -1, 1, 0]","[17, 16, 21, 11, 21, 22]",LZ1,1
17.47,4.91,FalconX,Balanced,Afternoon,E_2.6_2.4,"[0, 0, 1, -1, -1, 1, 1, -1, 1]","[11, 10, 22, 22, 19]",LZ1,0
18.35,0.9,FalconX,Balanced,Evening,W_5.6_2.0,"[0, 0, 1, 0, -1]","[20, 11, 24, 16, 18, 12, 13, 16, 10]",LZ2,1
10.72,4.65,AeroX,Balanced,Evening,W_3.3_2.7,"[0, -1, 1, -1, 1, 0]","[13, 20, 23, 10, 17, 16, 20]",LZ4,1
10.53,2.66,AeroX,Fast,Morning,E_9.5_2.3,"[0, -1, 0, -1, -1, 1, 1, 1]","[12, 15, 17, 14, 22, 11]",LZ2,1
16.17,3.31,NanoFly,Cautious,Afternoon,W_1.2_3.7,"[-1, -1, 1, 1, 1, 1, 1, 1]","[22, 14, 11, 21, 10, 22, 14, 16]",LZ3,1
13.35,4.24,NanoFly,Cautious,Evening,N_2.5_3.3,"[0, 1, 1, -1, 1, 1, 1]","[23, 23, 18, 13, 23, 16, 23, 18, 20]",LZ4,1
14.34,2.12,NanoFly,Balanced,Morning,N_8.7_2.1,"[-1, 0, -1, -1, 0]","[18, 23, 24, 13, 11]",LZ3,1
16.12,2.44,AeroX,Fast,Morning,N_5.8_0.2,"[-1, 0, 0, -1, -1, 0, 0, 0]","[22, 12, 23, 20, 22]",LZ3,1
17.91,2.34,FalconX,Fast,Morning,N_5.5_1.7,"[1, 0, -1, 0, 1, -1, -1, 1, 1]","[10, 21, 13, 18, 22, 15, 18, 15]",LZ4,1
7.42,2.19,FalconX,Fast,Morning,W_5.9_1.6,"[1, -1, 1, 0, 0]","[21, 21, 16, 21, 23, 20]",LZ4,1
8.14,4.66,AeroX,Balanced,Morning,S_2.5_0.4,"[-1, -1, 0, 0, -1, 1, -1, -1, -1]","[17, 22, 13, 12, 16, 13, 24, 13, 10]",LZ1,1
2.79,4.23,AeroX,Fast,Afternoon,S_7.6_1.5,"[1, 0, 1, 0, 0, 1, 0, 1]","[17, 17, 18, 21, 10, 12, 10, 11]",LZ3,1
11.99,0.99,SkyLift,Balanced,Morning,E_5.0_4.9,"[-1, 0, 1, 0, -1, 1]","[14, 16, 24, 16, 18, 18, 18]",LZ3,1
1.68,0.99,SkyLift,Fast,Morning,S_0.4_4.1,"[-1, -1, 1, 0, -1]","[23, 16, 14, 21, 23, 12, 16, 17, 24]",LZ1,1
9.85,2.43,FalconX,Balanced,Morning,N_1.8_4.0,"[0, 0, 1, 1, 0, 0, -1]","[16, 13, 13, 20, 10, 22]",LZ4,1
11.31,0.94,NanoFly,Balanced,Morning,W_8.2_4.2,"[-1, 0, 1, 0, -1, 0, 0, 1, -1]","[16, 21, 12, 15, 23, 15, 21, 15]",LZ1,1
6.44,3.29,FalconX,Cautious,Morning,N_3.5_4.3,"[-1, -1, 1, 1, -1, 0, -1, 0, -1]","[24, 17, 15, 13, 13, 17, 16, 11, 14]",LZ1,1
12.23,1.15,SkyLift,Balanced,Morning,N_7.7_1.6,"[1, 1, -1, 0, 0, 0, 1, 0]","[11, 19, 18, 15, 20, 15, 22, 22, 17]",LZ1,1
1.58,2.85,FalconX,Fast,Morning,W_6.6_1.6,"[0, 0, 1, -1, 1, 1, -1, -1]","[21, 10, 15, 22, 23, 19]",LZ3,1
1.71,0.53,SkyLift,Cautious,Evening,N_3.0_1.7,"[0, -1, 0, -1, 0, 1, 0, -1]","[14, 13, 20, 20, 15]",LZ3,1
16.63,1.92,SkyLift,Fast,Evening,N_1.3_4.1,"[1, 0, -1, 0, -1, 0, 1, 0, 0]","[15, 20, 14, 12, 12, 15, 15, 16]",LZ1,0
7.84,3.55,NanoFly,Balanced,Morning,W_8.1_4.0,"[0, -1, -1, 0, -1]","[22, 16, 22, 21, 12, 10]",LZ2,1
3.41,2.68,NanoFly,Cautious,Afternoon,W_6.4_0.1,"[0, 1, 0, -1, 1, 1, -1]","[15, 14, 18, 14, 17, 13, 23, 12, 21]",LZ2,1
10.92,4.9,SkyLift,Balanced,Morning,E_3.0_4.7,"[0, 0, 0, 1, -1, -1]","[16, 17, 21, 13, 12, 11, 14]",LZ1,1
15.63,4.43,AeroX,Balanced,Afternoon,E_5.2_1.4,"[-1, -1, -1, 1, 1, -1, 1]","[23, 12, 16, 18, 11, 14, 14, 16, 16]",LZ4,0
5.1,2.12,NanoFly,Fast,Afternoon,N_6.1_3.1,"[1, 0, 1, 0, -1, -1, -1]","[14, 17, 19, 13, 24, 20, 21, 17, 16]",LZ4,1
12.83,0.7,SkyLift,Fast,Afternoon,E_0.0_3.2,"[1, 0, 1, -1, 0, 1, 1, -1]","[10, 21, 11, 15, 16, 10, 18]",LZ2,1
2.62,4.31,AeroX,Fast,Afternoon,S_6.7_0.6,"[0, 1, -1, 1, 0, 0, -1, -1, 1]","[14, 16, 22, 12, 22, 17, 16, 13, 10]",LZ3,1
1.98,4.6,AeroX,Cautious,Afternoon,S_6.6_3.5,"[-1, -1, 1, -1, 0]","[17, 12, 20, 22, 10, 12, 11, 10]",LZ1,1
11.1,4.19,FalconX,Fast,Evening,N_0.8_2.7,"[-1, 1, 1, 0, 0, 1, 1, 1]","[15, 12, 13, 15, 14, 17, 23]",LZ4,1
11.27,1.08,FalconX,Balanced,Morning,E_7.9_3.1,"[1, 0, 1, 0, 1, 0, 1, -1]","[23, 21, 14, 10, 11, 12]",LZ4,1
13.11,4.99,NanoFly,Cautious,Evening,N_8.3_2.2,"[0, 1, 1, -1, 1, -1, 1]","[23, 16, 18, 12, 17, 19]",LZ2,0
14.8,1.66,AeroX,Fast,Evening,E_2.9_4.0,"[-1, -1, 1, -1, 1, 0, 1, 1, 0]","[19, 12, 21, 13, 13, 10, 19, 10]",LZ3,1
19.54,3.76,NanoFly,Fast,Morning,W_1.6_3.2,"[1, 1, 1, -1, -1]","[21, 15, 16, 15, 20, 13, 20, 23, 16]",LZ1,0
10.81,4.59,SkyLift,Fast,Evening,W_6.9_1.0,"[0, -1, -1, 0, -1, 1, -1]","[19, 14, 24, 24, 16, 20, 10, 24, 21]",LZ3,1
7.14,1.56,NanoFly,Balanced,Morning,W_1.2_3.8,"[0, -1, -1, 0, 1, 0, 1, 1, 0]","[24, 10, 14, 17, 20, 14, 21]",LZ4,1
16.11,4.59,AeroX,Fast,Morning,W_8.6_2.5,"[1, 1, 1, 0, 1]","[23, 18, 23, 23, 18, 17, 21, 19]",LZ3,0
6.15,1.89,FalconX,Balanced,Morning,N_4.8_0.2,"[1, 1, 0, -1, -1, 0, -1]","[20, 15, 14, 13, 15, 20, 20, 17]",LZ2,1
9.34,4.89,NanoFly,Cautious,Morning,N_9.1_2.0,"[-1, -1, 1, 1, 1, 0, -1]","[14, 20, 23, 22, 18, 18, 15]",LZ3,1
2.49,1.77,FalconX,Fast,Afternoon,N_6.4_2.0,"[1, -1, 0, 1, 0, -1]","[23, 17, 22, 10, 12, 17, 10, 19]",LZ3,1
1.48,4.79,NanoFly,Balanced,Afternoon,S_2.9_4.0,"[-1, -1, 0, -1, 1, 1]","[14, 19, 18, 14, 10, 24, 20]",LZ2,1
19.29,0.74,SkyLift,Fast,Evening,W_4.7_1.2,"[1, 0, 0, -1, -1, -1, 1]","[23, 18, 14, 13, 12]",LZ4,0
16.88,3.69,AeroX,Fast,Morning,W_5.3_2.3,"[0, -1, 0, 0, -1, 0]","[14, 12, 13, 19, 12]",LZ2,1
14.22,2.89,NanoFly,Cautious,Morning,W_8.2_0.3,"[0, 1, 1, -1, -1, -1, 0]","[19, 15, 23, 20, 23, 22]",LZ2,1
8.77,2.65,SkyLift,Cautious,Morning,E_8.6_4.4,"[1, -1, 1, 1, 0]","[19, 24, 14, 15, 18, 13, 24, 15]",LZ1,1
4.29,1.51,SkyLift,Balanced,Morning,E_6.8_2.2,"[0, 0, -1, 0, 1, 1, 1]","[20, 15, 23, 18, 13, 11, 18]",LZ4,1
3.97,3.68,SkyLift,Balanced,Afternoon,S_2.9_4.3,"[1, -1, -1, 0, 1, 1, 0]","[24, 20, 11, 23, 12, 15, 19, 21]",LZ1,1
5.75,1.36,FalconX,Balanced,Afternoon,S_5.3_3.4,"[0, 1, -1, 0, 0]","[19, 21, 18, 15, 16]",LZ2,1
11.44,2.99,FalconX,Cautious,Afternoon,E_1.3_1.6,"[1, 0, 1, 0, 1]","[14, 13, 10, 21, 21, 22, 22]",LZ3,1
14.58,1.64,SkyLift,Balanced,Evening,E_2.3_3.6,"[-1, -1, 1, -1, 0]","[22, 15, 23, 12, 24, 14, 14, 18, 11]",LZ3,1
13.54,4.8,SkyLift,Cautious,Morning,N_3.0_2.3,"[-1, 1, 1, 0, 1, 1, 1, 0]","[20, 12, 14, 17, 24]",LZ4,1
6.32,0.63,NanoFly,Cautious,Afternoon,N_0.7_1.7,"[-1, 1, -1, 1, -1, -1, 0, 0, 0]","[24, 21, 21, 18, 10, 20, 17, 21, 23]",LZ1,1
19.14,1.4,NanoFly,Fast,Afternoon,E_8.8_3.3,"[-1, -1, -1, 0, 0]","[24, 17, 22, 11, 20, 21, 21, 11]",LZ1,0
